employee_id,fullname,nip,years_of_service_months,company,area,position,department,division,directorate,grade,education,major,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100415,Hadi Lukman,306853.0,38,PT Aurora Beauty Indonesia,Distribution,Data Analyst,HR,Operations,HR & Corp Affairs,III,D3,Engineering,86.0,96.0,DS,dominant-steadiness,ENTJ,86.0,19.0,8
EMP100416,Cahyo Ganesha Handayani,763802.0,38,PT Mandala Distribution Center,Plant,Data Analyst,R&D,Sales,Commercial,V,S2,Engineering,45.0,94.0,CS,conscientious-steadiness,ESFJ,139.0,24.0,2
EMP100417,Adi Situmorang,212203.0,32,PT VASKA Wellness,Distribution,Brand Executive,Marketing,Digital Marketing,Commercial,III,SMA,Economics,73.0,24.0,DI,dominant-influencer,INTJ,109.51351351351352,27.464839094159714,1
EMP100418,Oktavia Ganesha Fauziah,361013.0,29,PT Mandala Distribution Center,Store,HRBP,Marketing,Sales,HR & Corp Affairs,IV,SMA,Engineering,79.0,97.0,IS,influencer-steadiness,ISFP,109.51351351351352,27.464839094159714,9
EMP100419,Lestari Hidayat,143661.0,49,PT Mandala Distribution Center,Distribution,Brand Executive,Marketing,Digital Marketing,HR & Corp Affairs,IV,S1,Psychology,73.0,87.0,DC,dominant-conscientious,ISFJ,109.51351351351352,27.464839094159714,7
EMP100420,Vania Hartanto,857131.0,81,PT Mandala Distribution Center,Store,Data Analyst,HR,Sales,Commercial,IV,S2,Economics,82.0,98.0,SD,steadiness-dominant,Unknown,80.0,29.0,7
EMP100421,Adit Anggara,122593.0,51,PT Mandala Distribution Center,HQ,Data Analyst,HR,Operations,HR & Corp Affairs,III,S1,Design,88.0,60.0,CI,conscientious-influencer,INTJ,85.0,22.0,1
EMP100422,Ari Handayani,412819.0,54,PT Mandala Distribution Center,HQ,Brand Executive,R&D,Talent Management,Technology,III,D3,Statistics,22.0,83.0,IC,influencer-conscientious,Unknown,103.0,28.0,8
EMP100423,Valdo Fauziah,504461.0,83,PT VASKA Wellness,Plant,Brand Executive,Marketing,Digital Marketing,Commercial,III,S1,Statistics,20.0,42.0,IS,influencer-steadiness,ENFJ,109.51351351351352,27.464839094159714,8
EMP100424,Valdo Ramadhan,583793.0,23,PT Mandala Distribution Center,Store,Sales Supervisor,Operations,Product Dev,Commercial,IV,D3,Statistics,91.0,81.0,DI,dominant-influencer,ISFJ,94.0,29.0,8
EMP100425,Novi Baskara Sinaga,948537.0,53,PT Mandala Distribution Center,Distribution,Data Analyst,Finance,Product Dev,Technology,IV,SMA,Statistics,40.0,46.0,DC,dominant-conscientious,ISFJ,83.0,28.0,8
EMP100426,Dimas Pamungkas,182205.0,50,PT Mandala Distribution Center,HQ,Brand Executive,Marketing,Digital Marketing,Technology,III,S1,Psychology,64.0,64.0,DI,dominant-influencer,ENTJ,109.51351351351352,27.464839094159714,2
EMP100427,Dimas Adi Mahendra,824622.0,42,PT Mandala Distribution Center,HQ,HRBP,Operations,Product Dev,Commercial,IV,S2,Business,69.0,21.0,ID,influencer-dominant,ENFJ,109.51351351351352,32.0,7
EMP100428,Umar Pamungkas,651268.0,61,PT Mandala Distribution Center,Store,Sales Supervisor,Marketing,Product Dev,HR & Corp Affairs,III,S2,Design,20.0,74.0,DC,dominant-conscientious,ESFP,109.51351351351352,27.464839094159714,9
EMP100429,Gita Candra Situmorang,373545.0,31,PT Aurora Beauty Indonesia,Distribution,Finance Officer,IT,Sales,Technology,III,SMA,Statistics,59.0,95.0,SD,steadiness-dominant,INTP,132.0,28.0,8
EMP100430,Valdo Nabila Rohman,152410.0,39,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,IT,Sales,HR & Corp Affairs,III,D3,Engineering,93.0,30.0,CI,conscientious-influencer,Unknown,97.0,25.0,5
EMP100431,Novi Wijaya Putra,672623.0,119,PT Mandala Distribution Center,Plant,Finance Officer,Operations,Talent Management,Commercial,IV,SMA,Statistics,68.0,63.0,DI,dominant-influencer,Unknown,140.0,24.0,4
EMP100432,Rani Fadillah Rahmawati,816269.0,94,PT Mandala Distribution Center,HQ,Finance Officer,Marketing,Digital Marketing,Technology,IV,D3,Statistics,73.0,20.0,DI,dominant-influencer,ESTP,109.51351351351352,27.464839094159714,10
EMP100433,Dian Ridwan,953498.0,9,PT Mandala Distribution Center,Distribution,Finance Officer,Operations,Sales,Technology,IV,D3,Statistics,63.0,41.0,DC,dominant-conscientious,Unknown,91.0,28.0,10
EMP100434,Hadi Wibowo,529665.0,59,PT Lumo Cosmetics Asia,Store,Finance Officer,HR,Talent Management,Commercial,V,S2,Psychology,46.0,70.0,CD,conscientious-dominant,INFP,137.0,33.0,7
EMP100435,Intan Syahputra,846697.0,34,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,Operations,Digital Marketing,Commercial,III,S2,Statistics,64.0,20.0,SD,steadiness-dominant,INFJ,121.0,21.0,5
EMP100436,Zahra Wijaya,344400.0,94,PT VASKA Wellness,Distribution,HRBP,R&D,Digital Marketing,Technology,IV,D3,Design,75.0,67.0,ID,influencer-dominant,Unknown,97.0,21.0,3
EMP100437,Indra Hartanto,694645.0,86,PT Lumo Cosmetics Asia,Store,Supply Planner,Marketing,Digital Marketing,Technology,III,S1,Psychology,76.0,91.0,DS,dominant-steadiness,ISTP,109.51351351351352,27.464839094159714,10
EMP100438,Bayu Yudhistira Santoso,890632.0,50,PT Aurora Beauty Indonesia,Store,Finance Officer,IT,Talent Management,Technology,V,D3,Psychology,60.0,65.0,ID,influencer-dominant,ESFJ,90.0,38.0,7
EMP100439,Intan Tamba,951570.0,54,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Finance,Operations,HR & Corp Affairs,V,S1,Statistics,29.0,88.0,IC,influencer-conscientious,ESFJ,83.0,30.0,3
EMP100440,Cahyo Utama Sinaga,982586.0,3,PT Aurora Beauty Indonesia,Plant,Supply Planner,R&D,Operations,HR & Corp Affairs,III,D3,Psychology,53.0,75.0,SD,steadiness-dominant,ESFJ,119.0,40.0,3
EMP100441,Kartika Herlambang,110921.0,24,PT VASKA Wellness,Distribution,Brand Executive,R&D,Product Dev,Commercial,III,D3,Economics,91.0,84.0,SC,steadiness-conscientious,INTP,118.0,34.0,6
EMP100442,Andi Qolbi Hidayat,115176.0,29,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,V,S1,Design,91.0,29.0,IC,influencer-conscientious,ENTJ,138.0,35.0,7
EMP100443,Bayu Qolbi Hidayat,515233.0,49,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Operations,Product Dev,Technology,V,S2,Psychology,45.0,79.0,CI,conscientious-influencer,ESFJ,117.0,26.0,9
EMP100444,Dimas Purnama,741385.0,80,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Product Dev,Technology,V,D3,Psychology,50.0,50.0,DC,dominant-conscientious,INFJ,114.0,19.0,2
EMP100445,Kurnia Wijaya,613214.0,31,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,R&D,Operations,Commercial,IV,S2,Statistics,97.0,55.0,IS,influencer-steadiness,ENTJ,97.0,18.0,3
EMP100446,Rifqi Iqbal Ginting,433489.0,75,PT VASKA Wellness,Distribution,Data Analyst,Operations,Product Dev,Commercial,IV,SMA,Economics,93.0,77.0,IC,influencer-conscientious,ENTJ,112.0,32.0,6
EMP100447,Rendra Zulfikar Lestari,608514.0,23,PT Aurora Beauty Indonesia,Plant,Finance Officer,IT,Product Dev,Technology,V,S1,Engineering,48.0,97.0,ID,influencer-dominant,INFP,81.0,33.0,5
EMP100448,Gita Jatmiko Santoso,564093.0,66,PT Mandala Distribution Center,Distribution,Data Analyst,Marketing,Sales,HR & Corp Affairs,III,SMA,Economics,42.0,23.0,ID,influencer-dominant,ISTP,109.51351351351352,27.464839094159714,10
EMP100449,Ari Ramadhan,776021.0,120,PT Aurora Beauty Indonesia,Plant,Data Analyst,R&D,Digital Marketing,HR & Corp Affairs,III,D3,Business,58.0,75.0,CI,conscientious-influencer,ESFP,109.0,32.0,10
EMP100450,Indra Lestari,249957.0,19,PT Mandala Distribution Center,Plant,Sales Supervisor,IT,Talent Management,Commercial,III,S2,Business,46.0,99.0,DI,dominant-influencer,INTJ,134.0,28.0,10
EMP100451,Fitri Qolbi Simanjuntak,143626.0,63,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Talent Management,Technology,V,SMA,Statistics,95.0,87.0,CD,conscientious-dominant,ESFP,85.0,24.0,3
EMP100452,Zahra Zulfikar Ramadhan,908586.0,52,PT Lumo Cosmetics Asia,Distribution,Finance Officer,HR,Sales,Technology,V,SMA,Business,57.0,27.0,DC,dominant-conscientious,INFJ,118.0,26.0,8
EMP100453,Yuni Subekti,595092.0,27,PT Aurora Beauty Indonesia,Plant,Data Analyst,HR,Talent Management,Technology,V,S1,Statistics,92.0,83.0,CI,conscientious-influencer,INTJ,112.0,18.0,4
EMP100454,Nadia Iqbal Maulana,711345.0,0,PT Aurora Beauty Indonesia,Distribution,Finance Officer,R&D,Product Dev,Commercial,IV,S1,Psychology,49.0,39.0,DI,dominant-influencer,ISTP,132.0,20.0,1
EMP100455,Zaki Siregar,932585.0,71,PT Mandala Distribution Center,HQ,HRBP,Marketing,Product Dev,HR & Corp Affairs,III,S1,Engineering,96.0,51.0,CS,conscientious-steadiness,INFJ,109.51351351351352,27.464839094159714,10
EMP100456,Rama Gunawan,604540.0,51,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Operations,Commercial,III,S2,Business,65.0,88.0,IS,influencer-steadiness,ESTJ,109.51351351351352,27.464839094159714,9
EMP100457,Nurlita Maulana,759462.0,63,PT Aurora Beauty Indonesia,Distribution,Finance Officer,R&D,Product Dev,HR & Corp Affairs,V,S2,Engineering,41.0,95.0,SD,steadiness-dominant,ISTJ,117.0,26.0,2
EMP100458,Fajar Mahardika Handayani,876151.0,70,PT Mandala Distribution Center,HQ,Finance Officer,Operations,Operations,HR & Corp Affairs,V,D3,Statistics,27.0,89.0,IC,influencer-conscientious,ESFP,114.0,23.0,7
EMP100459,Zahra Syahputra,906970.0,81,PT Aurora Beauty Indonesia,Distribution,Brand Executive,IT,Product Dev,Commercial,V,S2,Psychology,29.0,28.0,IC,influencer-conscientious,ESFJ,85.0,22.0,8
EMP100460,Joko Sinaga,551128.0,45,PT Mandala Distribution Center,HQ,HRBP,IT,Product Dev,HR & Corp Affairs,IV,D3,Engineering,49.0,23.0,SI,steadiness-influencer,ISTJ,89.0,29.0,4
EMP100461,Novi Suharto,854545.0,37,PT Lumo Cosmetics Asia,Distribution,Finance Officer,HR,Product Dev,HR & Corp Affairs,III,S2,Economics,74.0,88.0,CS,conscientious-steadiness,Unknown,87.0,35.0,4
EMP100462,Lestari Anggara,802474.0,28,PT Mandala Distribution Center,Plant,Sales Supervisor,R&D,Operations,Commercial,III,S2,Economics,81.0,54.0,CD,conscientious-dominant,ENTP,85.0,23.0,4
EMP100463,Arif Kurniawan,514863.0,91,PT Mandala Distribution Center,Store,HRBP,IT,Product Dev,Commercial,V,S1,Engineering,62.0,95.0,DI,dominant-influencer,ISFJ,123.0,35.0,7
EMP100464,Anisa Erlangga Lukman,604118.0,104,PT Mandala Distribution Center,Store,Brand Executive,IT,Operations,Technology,III,SMA,Engineering,57.0,22.0,SD,steadiness-dominant,ESTJ,132.0,38.0,4
EMP100465,Eko Pamungkas,583584.0,48,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,Finance,Sales,Technology,IV,D3,Business,56.0,70.0,CS,conscientious-steadiness,ISTJ,119.0,28.0,4
EMP100466,Gita Nabila Indrawan,483945.0,48,PT VASKA Wellness,Store,Supply Planner,HR,Sales,Commercial,V,S2,Psychology,91.0,93.0,DS,dominant-steadiness,ISTP,95.0,35.0,5
EMP100467,Lestari Mahardika Suharto,700106.0,10,PT Aurora Beauty Indonesia,Store,Supply Planner,R&D,Operations,Technology,III,D3,Economics,81.0,63.0,DS,dominant-steadiness,ISFJ,115.0,23.0,8
EMP100468,Dinda Erlangga Indrawan,926889.0,26,PT Aurora Beauty Indonesia,Distribution,Finance Officer,IT,Digital Marketing,HR & Corp Affairs,III,S2,Psychology,75.0,98.0,SI,steadiness-influencer,ISTP,109.51351351351352,12.0,10
EMP100469,Sari Suharto,606506.0,57,PT Lumo Cosmetics Asia,Store,Supply Planner,Operations,Product Dev,HR & Corp Affairs,V,D3,Economics,34.0,89.0,DS,dominant-steadiness,INTJ,82.0,36.0,9
EMP100470,Wulan Saputra Santoso,569255.0,64,PT Aurora Beauty Indonesia,HQ,Finance Officer,Marketing,Product Dev,HR & Corp Affairs,V,S1,Engineering,72.0,57.0,SI,steadiness-influencer,ESTJ,109.51351351351352,27.464839094159714,10
EMP100471,Indra Zulfikar Rahmawati,660922.0,32,PT VASKA Wellness,Plant,Sales Supervisor,IT,Operations,HR & Corp Affairs,V,D3,Business,58.0,84.0,DC,dominant-conscientious,INTJ,123.0,36.0,4
EMP100472,Rani Zulfikar Ginting,858143.0,44,PT Mandala Distribution Center,Store,Brand Executive,Marketing,Talent Management,Commercial,III,S2,Economics,77.0,61.0,DS,dominant-steadiness,ISTP,109.51351351351352,27.464839094159714,8
EMP100473,Zaki Zulfikar Salsabila,529714.0,6,PT Mandala Distribution Center,HQ,Brand Executive,HR,Operations,Commercial,IV,SMA,Psychology,71.0,92.0,DS,dominant-steadiness,ESFJ,132.0,22.0,1
EMP100474,Vania Iqbal Fauziah,308819.0,45,PT Aurora Beauty Indonesia,Plant,Data Analyst,Operations,Digital Marketing,Technology,IV,SMA,Design,53.0,100.0,CD,conscientious-dominant,ESFP,103.0,27.0,7
EMP100475,Rizky Setiawan,269930.0,47,PT Aurora Beauty Indonesia,Distribution,HRBP,IT,Sales,Commercial,III,S1,Business,76.0,69.0,SD,steadiness-dominant,INTP,94.0,26.0,6
EMP100476,Sari Hartanto,161209.0,96,PT Lumo Cosmetics Asia,Plant,Finance Officer,Finance,Sales,HR & Corp Affairs,IV,S2,Engineering,92.0,26.0,DS,dominant-steadiness,ENTJ,105.0,28.0,4
EMP100477,Gita Wibowo,493852.0,98,PT VASKA Wellness,HQ,HRBP,Finance,Sales,Technology,IV,S2,Statistics,98.0,88.0,SD,steadiness-dominant,ENFJ,109.51351351351352,20.0,7
EMP100478,Nurlita Kusuma Pratama,460826.0,66,PT Mandala Distribution Center,Store,Sales Supervisor,HR,Sales,Commercial,III,S1,Design,28.0,100.0,DI,dominant-influencer,Unknown,89.0,24.0,10
EMP100479,Rendra Yudhistira Herlambang,444419.0,82,PT VASKA Wellness,Distribution,Data Analyst,Finance,Operations,HR & Corp Affairs,V,S2,Design,27.0,72.0,CI,conscientious-influencer,ENTJ,115.0,25.0,7
EMP100480,Dimas Maulana,947073.0,28,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Marketing,Digital Marketing,Commercial,III,SMA,Statistics,73.0,97.0,DI,dominant-influencer,ENFP,109.51351351351352,27.464839094159714,10
EMP100481,Rama Salsabila,569010.0,90,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Finance,Sales,Technology,III,D3,Statistics,21.0,21.0,DC,dominant-conscientious,ENFP,100.0,29.0,9
EMP100482,Rani Rachman Setiawan,287204.0,38,PT Aurora Beauty Indonesia,Store,Data Analyst,Operations,Talent Management,Technology,V,SMA,Statistics,50.0,75.0,DI,dominant-influencer,ENTP,120.0,14.0,4
EMP100483,Intan Nabila Pamungkas,691951.0,23,PT Aurora Beauty Indonesia,Plant,Supply Planner,Marketing,Sales,Technology,III,S1,Statistics,42.0,37.0,DI,dominant-influencer,ESFJ,109.51351351351352,27.464839094159714,5
EMP100484,Citra Nabila Handayani,406686.0,35,PT Mandala Distribution Center,Distribution,HRBP,Marketing,Operations,Technology,V,S1,Economics,99.0,46.0,SD,steadiness-dominant,ENTP,109.51351351351352,27.464839094159714,7
EMP100485,Galih Aji Saputra,244322.0,20,PT Aurora Beauty Indonesia,Plant,Supply Planner,Operations,Operations,HR & Corp Affairs,V,S2,Engineering,60.0,72.0,CI,conscientious-influencer,ENTJ,111.0,18.0,5
EMP100486,Joko Simanjuntak,962324.0,22,PT Mandala Distribution Center,Plant,Finance Officer,Operations,Product Dev,HR & Corp Affairs,III,S2,Engineering,88.0,78.0,SC,steadiness-conscientious,ESFJ,110.0,28.0,8
EMP100487,Joko Lukman,777470.0,24,PT Mandala Distribution Center,Plant,Supply Planner,Operations,Sales,HR & Corp Affairs,IV,SMA,Economics,73.0,47.0,ID,influencer-dominant,ENTP,106.0,25.0,2
EMP100488,Luthfi Pratama,575047.0,64,PT Lumo Cosmetics Asia,Distribution,Finance Officer,R&D,Operations,HR & Corp Affairs,IV,S1,Psychology,95.0,95.0,DI,dominant-influencer,ENTJ,126.0,44.0,10
EMP100489,Vania Adi Setiawan,404889.0,12,PT VASKA Wellness,HQ,Brand Executive,Operations,Talent Management,Commercial,IV,S2,Engineering,57.0,36.0,DS,dominant-steadiness,ISTP,124.0,21.0,2
EMP100490,Cahyo Suharto,876642.0,44,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,Operations,Product Dev,Commercial,IV,S2,Psychology,33.0,61.0,CI,conscientious-influencer,ESFJ,80.0,31.0,4
EMP100491,Gita Anggara,373972.0,85,PT Aurora Beauty Indonesia,Distribution,Finance Officer,R&D,Talent Management,HR & Corp Affairs,III,D3,Engineering,92.0,76.0,ID,influencer-dominant,ENFP,89.0,26.0,8
EMP100492,Ahmad Lestari Handayani,133776.0,74,PT Mandala Distribution Center,Distribution,HRBP,R&D,Product Dev,Technology,III,SMA,Design,41.0,55.0,DC,dominant-conscientious,ISTJ,90.0,31.0,9
EMP100493,Nurlita Wijaya,387766.0,47,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Operations,Product Dev,HR & Corp Affairs,III,SMA,Engineering,71.0,81.0,CD,conscientious-dominant,ESFJ,112.0,25.0,2
EMP100494,Dwi Mahardika Anggara,597410.0,30,PT Aurora Beauty Indonesia,Store,HRBP,IT,Digital Marketing,HR & Corp Affairs,IV,D3,Economics,41.0,44.0,IS,influencer-steadiness,INTJ,95.0,24.0,6
EMP100495,Gita Ganesha Zulfikar,169722.0,64,PT Aurora Beauty Indonesia,Plant,HRBP,IT,Talent Management,Technology,IV,S2,Economics,29.0,32.0,DI,dominant-influencer,ISTP,81.0,27.0,8
EMP100496,Intan Wijaya Pratomo,896918.0,74,PT VASKA Wellness,HQ,Brand Executive,Marketing,Operations,Technology,IV,D3,Psychology,43.0,81.0,SI,steadiness-influencer,ISTP,109.51351351351352,27.464839094159714,4
EMP100497,Oka Syahputra,629244.0,38,PT Aurora Beauty Indonesia,Distribution,HRBP,HR,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,67.0,23.0,SC,steadiness-conscientious,INTP,87.0,31.0,5
EMP100498,Fitri Situmorang,983548.0,58,PT Aurora Beauty Indonesia,Distribution,HRBP,Finance,Talent Management,HR & Corp Affairs,IV,SMA,Engineering,65.0,99.0,IS,influencer-steadiness,ENTJ,80.0,41.0,9
EMP100499,Adit Herlambang,579047.0,43,PT Aurora Beauty Indonesia,Plant,Data Analyst,Marketing,Digital Marketing,Commercial,III,S2,Economics,27.0,24.0,CS,conscientious-steadiness,ISFJ,109.51351351351352,27.464839094159714,7
EMP100500,Yoga Mahardika Gunawan,848425.0,16,PT Lumo Cosmetics Asia,Plant,Supply Planner,IT,Talent Management,Technology,III,SMA,Design,71.0,39.0,DC,dominant-conscientious,ENFP,117.0,27.0,3
EMP100501,Rifqi Rachman Santoso,940942.0,36,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,Operations,Sales,Technology,III,SMA,Statistics,34.0,54.0,CD,conscientious-dominant,ENFP,122.0,25.0,9
EMP100502,Wahyu Hasibuan,753133.0,59,PT VASKA Wellness,HQ,Supply Planner,Operations,Talent Management,Technology,IV,SMA,Psychology,55.0,68.0,CD,conscientious-dominant,ESTJ,81.0,13.0,2
EMP100503,Prasetyo Ganesha Ramadhan,125536.0,44,PT Mandala Distribution Center,Plant,HRBP,HR,Digital Marketing,Technology,III,S1,Engineering,32.0,78.0,CS,conscientious-steadiness,INTP,86.0,40.0,4
EMP100504,Kartika Halim Ginting,809245.0,47,PT Lumo Cosmetics Asia,HQ,Data Analyst,R&D,Talent Management,Technology,IV,D3,Design,23.0,21.0,CD,conscientious-dominant,ENTJ,113.0,23.0,6
EMP100505,Intan Pramudita Maulida,741605.0,66,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,HR,Sales,Technology,V,S2,Statistics,89.0,78.0,CD,conscientious-dominant,ENTJ,98.0,32.0,5
EMP100506,Cahyo Iqbal Suharto,749189.0,82,PT VASKA Wellness,Plant,Brand Executive,Finance,Product Dev,Commercial,III,SMA,Statistics,93.0,89.0,DC,dominant-conscientious,INTJ,102.0,20.0,8
EMP100507,Dewi Rahmawati,878742.0,44,PT VASKA Wellness,Distribution,Brand Executive,Operations,Product Dev,Technology,IV,S2,Statistics,68.0,65.0,DS,dominant-steadiness,INFJ,81.0,32.0,10
EMP100508,Sari Nabila Halim,125862.0,41,PT Mandala Distribution Center,Store,Finance Officer,IT,Sales,HR & Corp Affairs,III,SMA,Economics,89.0,20.0,DI,dominant-influencer,ENTJ,107.0,26.0,5
EMP100509,Zaki Tri Lestari,431599.0,47,PT VASKA Wellness,Store,Brand Executive,Finance,Operations,Technology,IV,S1,Design,81.0,55.0,SC,steadiness-conscientious,ISFP,85.0,22.0,1
EMP100510,Rizky Lestari Situmorang,384721.0,46,PT VASKA Wellness,Distribution,HRBP,IT,Sales,Technology,IV,S1,Statistics,35.0,66.0,CD,conscientious-dominant,INTP,82.0,23.0,6
EMP100511,Nugroho Saputra,370041.0,29,PT VASKA Wellness,Distribution,Sales Supervisor,Finance,Operations,HR & Corp Affairs,V,D3,Economics,59.0,93.0,SD,steadiness-dominant,Unknown,135.0,31.0,8
EMP100512,Valdo Ginting,923589.0,52,PT Lumo Cosmetics Asia,Store,Data Analyst,R&D,Sales,Technology,V,S1,Psychology,31.0,72.0,SC,steadiness-conscientious,ISFJ,101.0,19.0,6
EMP100513,Nabila Fadillah Setiawan,450065.0,59,PT Aurora Beauty Indonesia,Distribution,Supply Planner,R&D,Digital Marketing,Commercial,V,D3,Design,26.0,33.0,DC,dominant-conscientious,ENTP,109.0,29.0,9
EMP100514,Fitri Saputra Yulianto,844504.0,64,PT VASKA Wellness,Store,HRBP,Operations,Sales,HR & Corp Affairs,V,S1,Business,43.0,85.0,ID,influencer-dominant,Unknown,91.0,28.0,9
EMP100515,Cahyo Handayani,509749.0,65,PT Aurora Beauty Indonesia,Plant,Finance Officer,IT,Talent Management,Commercial,III,S2,Statistics,74.0,81.0,CS,conscientious-steadiness,INFJ,82.0,24.0,8
EMP100516,Yoga Nugroho,815764.0,37,PT VASKA Wellness,HQ,Brand Executive,R&D,Operations,Commercial,III,S2,Engineering,83.0,34.0,DI,dominant-influencer,ESTP,100.0,14.0,5
EMP100517,Rendra Wibowo,748583.0,27,PT Mandala Distribution Center,Plant,Supply Planner,Marketing,Digital Marketing,HR & Corp Affairs,V,S1,Economics,56.0,48.0,IC,influencer-conscientious,ISTP,109.51351351351352,27.464839094159714,3
EMP100518,Hana Erlangga Gunawan,250311.0,83,PT Aurora Beauty Indonesia,Plant,Brand Executive,R&D,Product Dev,Commercial,V,S2,Psychology,71.0,78.0,SI,steadiness-influencer,ENTJ,92.0,31.0,3
EMP100519,Teguh Indrawan,782845.0,56,PT VASKA Wellness,Plant,Sales Supervisor,R&D,Digital Marketing,Commercial,IV,SMA,Business,34.0,53.0,CI,conscientious-influencer,Unknown,131.0,27.0,6
EMP100520,Rifqi Kusuma Wibowo,265403.0,74,PT Lumo Cosmetics Asia,Distribution,Brand Executive,Finance,Digital Marketing,Technology,IV,S2,Economics,95.0,44.0,SI,steadiness-influencer,ENFJ,86.0,28.0,5
EMP100521,Nadia Gunawan,928685.0,35,PT VASKA Wellness,Plant,Data Analyst,R&D,Operations,Technology,V,D3,Statistics,60.0,62.0,SI,steadiness-influencer,ESFP,100.0,34.0,7
EMP100522,Nabila Yudhistira Salsabila,963792.0,63,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Talent Management,Commercial,V,S2,Psychology,70.0,71.0,CI,conscientious-influencer,INFJ,109.51351351351352,27.464839094159714,8
EMP100523,Indra Adi Hartanto,926943.0,33,PT Lumo Cosmetics Asia,Distribution,HRBP,Finance,Digital Marketing,Technology,V,D3,Engineering,86.0,23.0,SC,steadiness-conscientious,INTP,134.0,25.0,2
EMP100524,Hadi Nugroho,214245.0,23,PT VASKA Wellness,HQ,Data Analyst,Finance,Sales,HR & Corp Affairs,V,S2,Design,73.0,84.0,CI,conscientious-influencer,Unknown,94.0,25.0,2
EMP100525,Umar Fauziah,505954.0,79,PT Mandala Distribution Center,Distribution,HRBP,IT,Sales,HR & Corp Affairs,IV,SMA,Statistics,99.0,79.0,DI,dominant-influencer,ESFJ,105.0,28.0,1
EMP100526,Kartika Maulana,497248.0,82,PT Mandala Distribution Center,Distribution,Sales Supervisor,IT,Product Dev,HR & Corp Affairs,V,SMA,Statistics,27.0,31.0,DS,dominant-steadiness,INTP,96.0,29.0,8
EMP100527,Rendra Situmorang,420241.0,50,PT Lumo Cosmetics Asia,Store,Supply Planner,R&D,Operations,HR & Corp Affairs,IV,SMA,Psychology,77.0,58.0,SD,steadiness-dominant,ISTP,133.0,35.0,4
EMP100528,Lestari Suharto,657020.0,18,PT Lumo Cosmetics Asia,Store,Sales Supervisor,HR,Sales,Technology,III,S2,Economics,29.0,20.0,SC,steadiness-conscientious,INTJ,85.0,37.0,1
EMP100529,Anisa Lukman,868144.0,46,PT VASKA Wellness,Store,HRBP,Finance,Operations,HR & Corp Affairs,III,D3,Business,52.0,33.0,ID,influencer-dominant,ENTJ,108.0,24.0,3
EMP100530,Rizki Lestari Suharto,567757.0,56,PT VASKA Wellness,HQ,Data Analyst,Marketing,Digital Marketing,HR & Corp Affairs,V,S1,Business,81.0,64.0,ID,influencer-dominant,INTJ,109.51351351351352,27.464839094159714,4
EMP100531,Bella Erlangga Pratama,286789.0,1,PT Mandala Distribution Center,Store,Brand Executive,HR,Talent Management,HR & Corp Affairs,V,D3,Design,31.0,87.0,SD,steadiness-dominant,ISTP,109.51351351351352,27.0,5
EMP100532,Umar Baskara Gunawan,265182.0,41,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Finance,Sales,HR & Corp Affairs,III,D3,Economics,61.0,53.0,CI,conscientious-influencer,ISFJ,109.51351351351352,25.0,10
EMP100533,Fajar Ananda,208101.0,19,PT Aurora Beauty Indonesia,Plant,Brand Executive,Marketing,Talent Management,Commercial,V,SMA,Statistics,52.0,31.0,SI,steadiness-influencer,INFJ,109.51351351351352,27.464839094159714,8
EMP100534,Rama Kurniawan,280618.0,20,PT Mandala Distribution Center,Distribution,HRBP,R&D,Operations,Technology,IV,S2,Statistics,54.0,79.0,SC,steadiness-conscientious,ESFJ,103.0,17.0,4
EMP100535,Wahyu Nabila Saputra,448793.0,57,PT VASKA Wellness,Plant,Supply Planner,HR,Talent Management,Technology,IV,S2,Business,34.0,81.0,CI,conscientious-influencer,ISFJ,132.0,27.0,9
EMP100536,Eko Gunawan,354263.0,79,PT Mandala Distribution Center,Store,Sales Supervisor,Operations,Talent Management,Technology,IV,D3,Business,23.0,60.0,SC,steadiness-conscientious,ISFP,121.0,19.0,9
EMP100537,Iman Yulianto,641586.0,34,PT VASKA Wellness,Distribution,Data Analyst,R&D,Digital Marketing,HR & Corp Affairs,III,S2,Design,36.0,62.0,CS,conscientious-steadiness,ISFP,100.0,25.0,1
